,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,ic1,ic2,ic3,ic4,ic5,ic6,ic7,ic8,ic9,ic10,CBT,PBT,IBT,CCT,PCT,ICT
Hour70,0.009768193,0.001642165,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.017812588,0.004598063,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.022983984,0.006404445,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.232384769,0.232384769,0.232384769,0.020979779,0.035383481,0.051460752
Hour71,0.008387929,0.00146596,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015295635,0.004104688,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.019736303,0.005717244,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.203984917,0.203984917,0.203984917,0.014638599,0.025886737,0.036489708
Hour72,0.00804619,0.001746727,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.004890834,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.006812234,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.204776032,0.204776032,0.204776032,0.014577626,0.026049712,0.036780606
Hour73,0.00804619,0.001749212,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.004897793,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.006821925,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.20479456,0.20479456,0.20479456,0.014580111,0.026056671,0.036790297
Hour74,0.00804619,0.001367745,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.003829687,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.005334207,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.200973575,0.200973575,0.200973575,0.014198645,0.024988565,0.035302579
Hour75,0.00804619,0.000139163,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.000389658,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.000542737,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.188681435,0.188681435,0.188681435,0.012970063,0.021548536,0.030511109
Hour76,0.008387929,0.001739271,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015295635,0.00486996,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.019736303,0.006783159,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.206686422,0.206686422,0.206686422,0.01491191,0.026652009,0.037555623
Hour77,0.009290458,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.016941424,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.021859902,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.213108655,0.213108655,0.213108655,0.018859878,0.029914253,0.043932224
Hour78,0.020983842,0.004879582,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.038264653,0.01366283,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.049373746,0.019030371,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.330682765,0.330682765,0.330682765,0.035432844,0.064900313,0.090476439
Hour79,0.02432991,0.003712071,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.044366306,0.010393799,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.057246847,0.014477078,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.412733166,0.412733166,0.412733166,0.05675024,0.093678594,0.137940892
Hour80,0.040378738,0.004857024,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.073631816,0.013599668,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.095008795,0.018942395,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.740728488,0.740728488,0.740728488,0.131360539,0.203986948,0.312602089
Hour81,0.040329539,0.005470233,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.073542101,0.015316654,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.094893034,0.021333911,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.746564852,0.746564852,0.746564852,0.131924549,0.205614218,0.314877843
Hour82,0.039191787,0.005517876,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071467377,0.015450053,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.09221597,0.021519717,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.7403423,0.7403423,0.7403423,0.13083444,0.203672894,0.312386586
Hour83,0.039198474,0.006108978,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.07147957,0.017105138,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092231703,0.023825013,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.746286326,0.746286326,0.746286326,0.131432228,0.205340171,0.314707615
Hour84,0.037937562,0.005580135,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.06918026,0.015624378,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.089264852,0.021762526,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.733574447,0.733574447,0.733574447,0.129642474,0.201560102,0.309678277
Hour85,0.039146314,0.006672481,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071384455,0.018682946,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092108975,0.026022674,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.751601889,0.751601889,0.751601889,0.131943571,0.206822865,0.316782548
Hour86,0.039085509,0.007807454,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071273574,0.021860871,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.091965902,0.03044907,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.762587618,0.762587618,0.762587618,0.133017739,0.209889909,0.321065871
Hour87,0.039083958,0.00959868,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071270747,0.026876304,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.091962255,0.037434852,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.78048444,0.78048444,0.78048444,0.134807415,0.214902515,0.328048005
Hour88,0.040486645,0.011043505,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.073828588,0.030921813,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.095262694,0.043069668,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.803177462,0.803177462,0.803177462,0.137654926,0.221505864,0.336983261
Hour89,0.037362266,0.008163609,0,0.004485665,0.007177065,0.00548248,0,0,0,0.049840727,0.068131191,0.022858104,0,0.012958589,0.015550307,0.012460182,0,0,0,0.049840727,0.087911214,0.031838073,0,0.024421956,0.029904436,0.025418771,0.024920364,0,0,0.049840727,0.681944397,0.681944397,0.681944397,0.112511811,0.181799099,0.274255541
Hour90,0.03196232,0.005049739,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.05828423,0.01413927,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.075205458,0.019693983,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.54498591,0.54498591,0.54498591,0.084859156,0.137287645,0.205261049
Hour91,0.031480766,0.004501767,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.057406102,0.012604948,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.07407239,0.017556892,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.536667198,0.536667198,0.536667198,0.08382963,0.134875196,0.201990891
Hour92,0.02919262,0.003883253,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.053233601,0.01087311,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.068688518,0.015144688,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.442966983,0.442966983,0.442966983,0.061784133,0.103025199,0.150050173
Hour93,0.028316824,0.003769055,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.051636562,0.010553355,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.066627822,0.014699316,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.43666694,0.43666694,0.43666694,0.060794139,0.101108405,0.147544105
Hour94,0.009768193,0.001490085,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.017812588,0.004172237,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.022983984,0.00581133,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.230712236,0.230712236,0.230712236,0.020827698,0.034957654,0.050867637
Hour95,0.008387929,0.001734301,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015295635,0.004856044,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.019736303,0.006763775,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.206516606,0.206516606,0.206516606,0.01490694,0.026638093,0.037536239
Hour96,0.00804619,0.001446225,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.004049429,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.005640276,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.201619286,0.201619286,0.201619286,0.014277124,0.025208307,0.035608648
Hour97,0.00804619,0.001597133,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.004471971,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.006228817,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.203122045,0.203122045,0.203122045,0.014428032,0.025630849,0.036197189
Hour98,0.00804619,0.000187413,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.000524756,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.00073091,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.189018527,0.189018527,0.189018527,0.013018312,0.021683634,0.030699282
Hour99,0.00804619,0.001455294,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.004074823,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018932211,0.005675646,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.201691014,0.201691014,0.201691014,0.014286193,0.025233701,0.035644018
Hour100,0.008387929,4.97012E-05,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015295635,0.000139163,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.019736303,0.000193835,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.189638996,0.189638996,0.189638996,0.01322234,0.021921213,0.030966299
Hour101,0.009290458,0.001665445,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.016941424,0.004663247,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.021859902,0.006495237,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.229611385,0.229611385,0.229611385,0.020525324,0.034577501,0.050427462
Hour102,0.022275894,0.004559131,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.040620748,0.012765567,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.052413868,0.017780611,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.334926833,0.334926833,0.334926833,0.036404445,0.066359144,0.092266801
Hour103,0.025761441,0.003685337,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.046976746,0.010318944,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.060615156,0.014372815,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.420734875,0.420734875,0.420734875,0.058155038,0.096214178,0.141204938
Hour104,0.041772813,0.004544245,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.076173954,0.012723886,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.098288972,0.017722556,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.745649413,0.745649413,0.745649413,0.132441835,0.205653304,0.314662427
Hour105,0.040627267,0.005260089,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.074085017,0.014728249,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.09559357,0.020514347,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.746063025,0.746063025,0.746063025,0.132012133,0.20556873,0.314758816
Hour106,0.03924089,0.00565526,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071556917,0.015834729,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092331506,0.022055515,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.741853256,0.741853256,0.741853256,0.131020927,0.20414711,0.31303792
Hour107,0.039222635,0.00619253,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071523629,0.017339085,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092288554,0.024150868,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.747112252,0.747112252,0.747112252,0.131539942,0.205618177,0.31509032
Hour108,0.037853201,0.005473359,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.069026425,0.015325406,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.089066354,0.021346101,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.731858723,0.731858723,0.731858723,0.129451336,0.201107294,0.309063354
Hour109,0.039250948,0.006590317,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071575259,0.018452888,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092355173,0.025702236,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.751244023,0.751244023,0.751244023,0.131966042,0.20678361,0.316708307
Hour110,0.039291191,0.007561846,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071648643,0.021173168,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092449862,0.029491198,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.761189713,0.761189713,0.761189713,0.132977814,0.209577275,0.320591959
Hour111,0.039395264,0.008348911,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071838422,0.02337695,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092694738,0.032560752,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.769666231,0.769666231,0.769666231,0.133868951,0.211970836,0.323906388
Hour112,0.040843646,0.008872107,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.07447959,0.024841899,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.096102697,0.034601217,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.783411768,0.783411768,0.783411768,0.13584053,0.216076953,0.329354813
Hour113,0.037575526,0.007133996,0,0.004485665,0.007177065,0.00548248,0,0,0,0.049840727,0.068520076,0.01997519,0,0.012958589,0.015550307,0.012460182,0,0,0,0.049840727,0.088413002,0.027822586,0,0.024421956,0.029904436,0.025418771,0.024920364,0,0,0.049840727,0.672751021,0.672751021,0.672751021,0.111695459,0.179305071,0.270741841
Hour114,0.03195805,0.005072228,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.058276444,0.014202239,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.075195412,0.01978169,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.545033962,0.545033962,0.545033962,0.084877376,0.137342829,0.205338711
Hour115,0.031355717,0.00455576,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.057178073,0.012756128,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.073778159,0.017767464,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.536319824,0.536319824,0.536319824,0.083758575,0.134798346,0.201907231
Hour116,0.028819441,0.003888764,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.052553099,0.010888538,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.06781045,0.015166178,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.440675193,0.440675193,0.440675193,0.061416464,0.102360126,0.149193596
Hour117,0.028513672,0.003765495,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.051995519,0.010543385,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.067090992,0.014685429,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.437637534,0.437637534,0.437637534,0.060987426,0.101457392,0.147993389
Hour118,0.012474514,0.001544479,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.022747644,0.004324541,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.029351799,0.006023467,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.247023989,0.247023989,0.247023989,0.023588413,0.040045014,0.057447588
Hour119,0.015866612,0.00146596,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.028933233,0.004104688,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.037333204,0.005717244,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.247673721,0.247673721,0.247673721,0.022117282,0.039524336,0.054086609
Hour120,0.008807462,0.001746727,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.016060667,0.004890834,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.020723441,0.006812234,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.208950658,0.208950658,0.208950658,0.015338899,0.027437916,0.038571836
Hour121,0.006652617,0.001719391,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012131242,0.004814295,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653215,0.006705625,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.195995416,0.195995416,0.195995416,0.013156717,0.023431951,0.033395001
Hour122,0.006652617,0.000538399,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012131242,0.001507516,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653215,0.002099754,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.184179169,0.184179169,0.184179169,0.011975725,0.020125173,0.028789131
Hour123,0.006652617,0.001222469,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012131242,0.003422914,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653215,0.00476763,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.191013555,0.191013555,0.191013555,0.012659796,0.02204057,0.031457006
Hour124,0.006994356,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012754413,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016457307,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.180792771,0.180792771,0.180792771,0.011779066,0.019240828,0.027493469
Hour125,0.007200099,0.000538134,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.013129592,0.001506777,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016941409,0.002098724,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.187378048,0.187378048,0.187378048,0.012522943,0.021122783,0.030076294
Hour126,0.022947215,0.003836975,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.041844922,0.01074353,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.053993448,0.014964202,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.331502499,0.331502499,0.331502499,0.03635361,0.065561281,0.091029973
Hour127,0.024049914,0.003710248,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.043855726,0.010388694,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.056588033,0.014469966,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.336715368,0.336715368,0.336715368,0.037329582,0.067217249,0.093130322
Hour128,0.031062437,0.003981995,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.056643268,0.011149585,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.073088087,0.01552978,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.52877481,0.52877481,0.52877481,0.082891529,0.132656999,0.198979476
Hour129,0.029753463,0.004239104,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.054256314,0.01186949,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.070008148,0.016532504,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.523639726,0.523639726,0.523639726,0.081839664,0.13098995,0.19690226
Hour130,0.028238251,0.004450778,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.051493282,0.012462178,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.066442944,0.017358033,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.516837139,0.516837139,0.516837139,0.080536127,0.128819605,0.194162587
Hour131,0.028239064,0.004485094,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.051494765,0.012558263,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.066444858,0.017491866,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.517178761,0.517178761,0.517178761,0.080571256,0.128917173,0.194298333
Hour132,0.028196326,0.004391242,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.051416831,0.012295479,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.066344298,0.017125846,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.515982524,0.515982524,0.515982524,0.080434666,0.128576455,0.193831752
Hour133,0.0281872,0.004345392,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.051400188,0.012167099,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.066322823,0.01694703,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.515464015,0.515464015,0.515464015,0.080379689,0.128431432,0.193631462
Hour134,0.021246161,0.004130412,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.038743,0.011565155,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.049990967,0.016108608,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.342892367,0.342892367,0.342892367,0.039730703,0.069767399,0.099208059
Hour135,0.021287485,0.00421535,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.038818354,0.011802979,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.050088199,0.016439864,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.343978497,0.343978497,0.343978497,0.039856964,0.070080578,0.099636546
Hour136,0.022659548,0.004287599,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.041320352,0.012005276,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.053316584,0.016721635,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.352765627,0.352765627,0.352765627,0.041301276,0.072784873,0.103146702
Hour137,0.021600188,0.004250703,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.039388577,0.011901969,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.050823971,0.016577742,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.309134276,0.309134276,0.309134276,0.0306356,0.057776961,0.078437874
Hour138,0.019820288,0.002589216,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.036142878,0.007249805,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.046635971,0.010097943,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.282043087,0.282043087,0.282043087,0.027194214,0.049879098,0.067770076
Hour139,0.017788418,0.002349987,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.032437703,0.006579964,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.0418551,0.00916495,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.267692297,0.267692297,0.267692297,0.024923115,0.045504081,0.062056211
Hour140,0.021776192,0.002342803,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.039709526,0.006559849,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.051238098,0.009136932,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.291071628,0.291071628,0.291071628,0.028903705,0.052755789,0.071411191
Hour141,0.019225444,0.002013309,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.035058163,0.005637264,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.045236339,0.007851904,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.272765966,0.272765966,0.272765966,0.026023463,0.047181842,0.064124404
Hour142,0.018137454,0.001865177,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.033074181,0.005222495,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.042676363,0.00727419,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.264878386,0.264878386,0.264878386,0.024787341,0.044783091,0.060986714
Hour143,0.016441742,0.001739997,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.029982001,0.004871992,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.038686452,0.006785989,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.253645491,0.253645491,0.253645491,0.022966449,0.041340408,0.056508603
Hour144,0.015506648,0.000978252,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.028276828,0.002739107,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.03648623,0.003815185,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.240521166,0.240521166,0.240521166,0.02126961,0.03750235,0.051337576
Hour145,0.014534646,0.000857468,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.026504354,0.00240091,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.034199167,0.003344125,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.233589339,0.233589339,0.233589339,0.020176824,0.035391679,0.048579453
Hour146,0.008683967,0.001148643,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01583547,0.003216201,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.020432864,0.004479709,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.202079015,0.202079015,0.202079015,0.01461732,0.025538085,0.035948734
Hour147,0.009061564,0.001474991,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.016524029,0.004129975,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.021321328,0.005752466,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.207557332,0.207557332,0.207557332,0.015321266,0.027140419,0.038109955
