,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,ic1,ic2,ic3,ic4,ic5,ic6,ic7,ic8,ic9,ic10,CBT,PBT,IBT,CCT,PCT,ICT,,,,,,,,,,,
Hour69,0.01906992,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.03477456,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.044870401,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.337181163,0.337181163,0.337181163,0.045855752,0.068139368,0.100620815,,40.3833609,0,0,0,11.5345683,9.8043831,9.6121404,0,0,19.2242808
Hour70,0.016870033,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.030763001,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.039694195,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.324234328,0.324234328,0.324234328,0.043655864,0.064127808,0.095444609,,35.7247755,0,0,0,11.5345683,9.8043831,9.6121404,0,0,19.2242808
Hour71,0.009768196,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.017812593,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.022983991,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.222643622,0.222643622,0.222643622,0.018696807,0.028934195,0.041567462,,20.6855919,0,0,0,3.8448558,3.2681277,3.2040468,0,0,6.4080936
Hour72,0.008387931,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.01529564,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.019736309,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199565878,0.199565878,0.199565878,0.012852237,0.020856441,0.029028045,,17.7626781,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour73,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.197549326,0.197549326,0.197549326,0.012510498,0.02023327,0.028223953,,17.0389953,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour74,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.197543004,0.197543004,0.197543004,0.012510498,0.02023327,0.028223953,,17.0389953,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour75,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.197536683,0.197536683,0.197536683,0.012510498,0.02023327,0.028223953,,17.0389953,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour76,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.19753036,0.19753036,0.19753036,0.012510498,0.02023327,0.028223953,,17.0389953,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour77,0.008387931,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.01529564,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.019736309,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199534269,0.199534269,0.199534269,0.012852237,0.020856441,0.029028045,,17.7626781,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour78,0.009768234,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.017812661,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.022984079,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.22259959,0.22259959,0.22259959,0.018696844,0.028934264,0.041567551,,20.6856711,0,0,0,3.8448558,3.2681277,3.2040468,0,0,6.4080936
Hour79,0.010999089,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.020057162,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.025880209,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.229833592,0.229833592,0.229833592,0.019927699,0.031178764,0.04446368,,23.2921881,0,0,0,3.8448558,3.2681277,3.2040468,0,0,6.4080936
Hour80,0.013911141,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.025367375,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.032732096,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.306765863,0.306765863,0.306765863,0.040696972,0.058732182,0.088482511,,29.4588864,0,0,0,11.5345683,9.8043831,9.6121404,0,0,19.2242808
Hour81,0.02923935,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.053318815,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.068798471,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.576352095,0.576352095,0.576352095,0.109596843,0.153413236,0.236049712,,61.9186239,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour82,0.030831573,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.05622228,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.072544878,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.585711789,0.585711789,0.585711789,0.111189065,0.156316701,0.239796118,,65.2903902,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour83,0.031628477,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.057675458,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.074419946,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.590393139,0.590393139,0.590393139,0.11198597,0.157769879,0.241671187,,66.9779514,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour84,0.032621249,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.059485806,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.076755879,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.596226648,0.596226648,0.596226648,0.112978741,0.159580227,0.24400712,,69.0802911,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour85,0.033977846,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.061959601,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.079947872,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.604200309,0.604200309,0.604200309,0.114335338,0.162054021,0.247199112,,71.9530848,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour86,0.037055894,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.067572513,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.087190339,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.622300154,0.622300154,0.622300154,0.117413387,0.167666933,0.254441579,,78.4713051,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour87,0.037356364,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.068120429,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.087897327,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.624061302,0.624061302,0.624061302,0.117713857,0.168214849,0.255148568,,79.1075943,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour88,0.037371879,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.068148721,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.087933834,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.624146247,0.624146247,0.624146247,0.117729372,0.168243142,0.255185074,,79.1404506,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour89,0.038537166,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.070273656,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.090675685,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.630994554,0.630994554,0.630994554,0.118894659,0.170368076,0.257926925,,81.6081165,0,0,0,34.6037049,29.4131493,28.8364212,0,0,57.6728415
Hour90,0.034900972,0,0,0,0.007177065,0.00548248,0,0,0,0.049840727,0.063642949,0,0,0,0.015550307,0.012460182,0,0,0,0.049840727,0.082119934,0,0,0,0.029904436,0.025418771,0.024920364,0,0,0.049840727,0.549789981,0.549789981,0.549789981,0.097401244,0.141494164,0.212204231,,73.9079406,0,0,0,26.9139924,22.8768939,22.4283276,0,0,44.8566543
Hour91,0.027427943,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.050015661,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.064536337,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.446015793,0.446015793,0.446015793,0.072070994,0.105623672,0.157453692,,58.0827033,0,0,0,19.2242799,16.3406385,16.020234,0,0,32.0404671
Hour92,0.022223331,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.040524897,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.05229019,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.415394102,0.415394102,0.415394102,0.066866381,0.096132908,0.145207544,,47.061171,0,0,0,19.2242799,16.3406385,16.020234,0,0,32.0404671
Hour93,0.017149342,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.031272329,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.040351393,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.325731919,0.325731919,0.325731919,0.043935173,0.064637137,0.096101807,,36.3162537,0,0,0,11.5345683,9.8043831,9.6121404,0,0,19.2242808
Hour94,0.016325243,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.029769561,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.038412337,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.320877958,0.320877958,0.320877958,0.043111074,0.063134369,0.094162751,,34.5711033,0,0,0,11.5345683,9.8043831,9.6121404,0,0,19.2242808
Hour95,0.009768196,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.017812593,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.022983991,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.222491898,0.222491898,0.222491898,0.018696807,0.028934195,0.041567462,,20.6855919,0,0,0,3.8448558,3.2681277,3.2040468,0,0,6.4080936
Hour96,0.008387931,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.01529564,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.019736309,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199414153,0.199414153,0.199414153,0.012852237,0.020856441,0.029028045,,17.7626781,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour97,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.197397601,0.197397601,0.197397601,0.012510498,0.02023327,0.028223953,,17.0389953,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour98,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.19739128,0.19739128,0.19739128,0.012510498,0.02023327,0.028223953,,17.0389953,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour99,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.197384958,0.197384958,0.197384958,0.012510498,0.02023327,0.028223953,,17.0389953,0,0,0,1.9224279,1.6340643,1.6020234,0,0,3.2040468
Hour100,0.008046192,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014672468,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018932217,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.197378637,0.197378637,0.197378637,0.012510498,0.02023327,0.028223953,,,,,,,,,,,
Hour101,0.008387931,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.01529564,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.019736309,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199382544,0.199382544,0.199382544,0.012852237,0.020856441,0.029028045,,,,,,,,,,,
Hour102,0.009768234,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.017812661,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.022984079,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.222447864,0.222447864,0.222447864,0.018696844,0.028934264,0.04156755,,,,,,,,,,,
Hour103,0.010748828,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.019600804,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.02529136,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.228209745,0.228209745,0.228209745,0.019677438,0.030722406,0.043874831,,,,,,,,,,,
Hour104,0.014201492,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.025896838,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.033415275,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.308322083,0.308322083,0.308322083,0.040987323,0.059261645,0.089165689,,,,,,,,,,,
Hour105,0.030004069,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.054713303,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.07059781,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.580698718,0.580698718,0.580698718,0.110361562,0.154807723,0.237849051,,,,,,,,,,,
Hour106,0.033872869,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.061768173,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.079700868,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.603450041,0.603450041,0.603450041,0.114230361,0.161862593,0.246952109,,,,,,,,,,,
Hour107,0.036205989,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.066022685,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.085190561,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.617167951,0.617167951,0.617167951,0.116563481,0.166117106,0.252441802,,,,,,,,,,,
Hour108,0.037046132,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.067554711,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.087167369,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.622103649,0.622103649,0.622103649,0.117403624,0.167649131,0.254418609,,,,,,,,,,,
Hour109,0.036024476,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.065691692,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.084763474,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.616087589,0.616087589,0.616087589,0.116381969,0.165786113,0.252014714,,,,,,,,,,,
Hour110,0.0376447,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.068646217,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.088575764,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.625611992,0.625611992,0.625611992,0.118002192,0.168740637,0.255827004,,,,,,,,,,,
Hour111,0.037448685,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.068288779,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.088114554,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.624452645,0.624452645,0.624452645,0.117806178,0.1683832,0.255365794,,,,,,,,,,,
Hour112,0.037187212,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.067811975,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.087499322,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.622908244,0.622908244,0.622908244,0.117544705,0.167906395,0.254750563,,,,,,,,,,,
Hour113,0.038641271,0,0,0,0.009227655,0.007048903,0,0,0,0.064080935,0.070463493,0,0,0,0.019993252,0.016020234,0,0,0,0.064080935,0.090920637,0,0,0,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.631455209,0.631455209,0.631455209,0.118998763,0.170557914,0.258171877,,,,,,,,,,,
Hour114,0.035611535,0,0,0,0.007177065,0.00548248,0,0,0,0.049840727,0.064938681,0,0,0,0.015550307,0.012460182,0,0,0,0.049840727,0.083791847,0,0,0,0.029904436,0.025418771,0.024920364,0,0,0.049840727,0.553818038,0.553818038,0.553818038,0.098111806,0.142789897,0.213876144,,,,,,,,,,,
Hour115,0.026163122,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.047709222,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.061560286,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.438423942,0.438423942,0.438423942,0.070806172,0.103317232,0.154477641,,,,,,,,,,,
Hour116,0.020233937,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.036897179,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.047609264,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.403540064,0.403540064,0.403540064,0.064876988,0.09250519,0.140526618,,,,,,,,,,,
Hour117,0.016053844,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.029274656,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.03777375,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.319136087,0.319136087,0.319136087,0.042839675,0.062639463,0.093524164,,,,,,,,,,,
Hour118,0.01537057,0,0,0,0.003075885,0.002349634,0,0,0,0.021360312,0.028028687,0,0,0,0.006664417,0.005340078,0,0,0,0.021360312,0.036166047,0,0,0,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.31511051,0.31511051,0.31511051,0.042156401,0.061393494,0.091916462,,,,,,,,,,,
Hour119,0.009768196,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.017812593,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.022983991,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.222340173,0.222340173,0.222340173,0.018696807,0.028934195,0.041567462,,,,,,,,,,,
Hour120,0.008387931,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.01529564,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.019736309,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199262428,0.199262428,0.199262428,0.012852237,0.020856441,0.029028045,,,,,,,,,,,
Hour121,0.006652619,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131247,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653222,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.189048389,0.189048389,0.189048389,0.011116925,0.017692048,0.024944958,,,,,,,,,,,
Hour122,0.006652619,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131247,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653222,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.189042066,0.189042066,0.189042066,0.011116925,0.017692048,0.024944958,,,,,,,,,,,
Hour123,0.006652619,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131247,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653222,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.189035745,0.189035745,0.189035745,0.011116925,0.017692048,0.024944958,,,,,,,,,,,
Hour124,0.006652619,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131247,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653222,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.189029423,0.189029423,0.189029423,0.011116925,0.017692048,0.024944958,,,,,,,,,,,
Hour125,0.006994358,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012754418,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.016457314,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.191033331,0.191033331,0.191033331,0.011458664,0.01831522,0.02574905,,,,,,,,,,,
Hour126,0.007677874,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014000829,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018065586,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.19504769,0.19504769,0.19504769,0.012142179,0.019561631,0.027357322,,,,,,,,,,,
Hour127,0.010727098,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.019561178,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.02524023,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.227930196,0.227930196,0.227930196,0.019655708,0.030682781,0.043823702,,,,,,,,,,,
Hour128,0.011895664,0,0,0,0.001025295,0.000783211,0,0,0,0.007120104,0.021692094,0,0,0,0.002221472,0.001780026,0,0,0,0.007120104,0.027989799,0,0,0,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.234797797,0.234797797,0.234797797,0.020824275,0.032813697,0.04657327,,,,,,,,,,,
Hour129,0.022997902,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.041937351,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.054112711,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.419716497,0.419716497,0.419716497,0.067640953,0.097545361,0.147030065,,,,,,,,,,,
Hour130,0.026043779,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.047491597,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.061279481,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.437627099,0.437627099,0.437627099,0.07068683,0.103099608,0.154196835,,,,,,,,,,,
Hour131,0.025601981,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.046685966,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.060239956,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.435021966,0.435021966,0.435021966,0.070245032,0.102293976,0.15315731,,,,,,,,,,,
Hour132,0.02612989,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.047648623,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.061482094,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.438120989,0.438120989,0.438120989,0.070772941,0.103256633,0.154399448,,,,,,,,,,,
Hour133,0.026849947,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.048961668,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.063176345,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.442350297,0.442350297,0.442350297,0.071492998,0.104569678,0.1560937,,,,,,,,,,,
Hour134,0.027304917,0,0,0,0.005126475,0.003916057,0,0,0,0.035600519,0.049791319,0,0,0,0.011107362,0.00890013,0,0,0,0.035600519,0.064246864,0,0,0,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.445020271,0.445020271,0.445020271,0.071947968,0.10539933,0.157164218,,,,,,,,,,,
Hour135,0.020553432,0,0,0,0.001537942,0.001174817,0,0,0,0.010680156,0.037479788,0,0,0,0.003332209,0.002670039,0,0,0,0.010680156,0.048361016,0,0,0,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.300633805,0.300633805,0.300633805,0.033946348,0.054162191,0.076236224,,,,,,,,,,,
Hour136,0.020607222,0,0,0,0.001537942,0.001174817,0,0,0,0.010680156,0.037577876,0,0,0,0.003332209,0.002670039,0,0,0,0.010680156,0.048487582,0,0,0,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.300943898,0.300943898,0.300943898,0.034000138,0.05426028,0.076362789,,,,,,,,,,,
Hour137,0.021933009,0,0,0,0.001537942,0.001174817,0,0,0,0.010680156,0.039995487,0,0,0,0.003332209,0.002670039,0,0,0,0.010680156,0.05160708,0,0,0,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.30873632,0.30873632,0.30873632,0.035325924,0.05667789,0.079482287,,,,,,,,,,,
Hour138,0.020738261,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.037816829,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.048795909,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.271797635,0.271797635,0.271797635,0.025202566,0.043377631,0.058087645,,,,,,,,,,,
Hour139,0.009728296,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.017739834,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.022890108,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.207026811,0.207026811,0.207026811,0.014192601,0.023300635,0.032181844,,,,,,,,,,,
Hour140,0.009044818,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.016493492,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.021281925,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.20300003,0.20300003,0.20300003,0.013509123,0.022054293,0.03057366,,,,,,,,,,,
Hour141,0.009044818,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.016493492,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.021281925,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.202993709,0.202993709,0.202993709,0.013509123,0.022054293,0.03057366,,,,,,,,,,,
Hour142,0.008361365,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.015247195,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.019673799,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.198967073,0.198967073,0.198967073,0.01282567,0.020807996,0.028965535,,,,,,,,,,,
Hour143,0.007677837,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014000761,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018065498,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.194939999,0.194939999,0.194939999,0.012142142,0.019561562,0.027357234,,,,,,,,,,,
Hour144,0.006994358,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012754418,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.016457314,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.190913216,0.190913216,0.190913216,0.011458664,0.01831522,0.02574905,,,,,,,,,,,
Hour145,0.006652607,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131224,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653193,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.18889659,0.18889659,0.18889659,0.011116912,0.017692025,0.024944928,,,,,,,,,,,
Hour146,0.006652607,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131224,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653193,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.188890269,0.188890269,0.188890269,0.011116912,0.017692025,0.024944928,,,,,,,,,,,
