,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,ic1,ic2,ic3,ic4,ic5,ic6,ic7,ic8,ic9,ic10,CBT,PBT,IBT,CCT,PCT,ICT
Hour77,0.009768228,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.017812652,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.022984067,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.201960424,0.201960424,0.201960424,0.019337648,0.030785481,0.045056389
Hour78,0.022482488,0.004990944,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.040997478,0.013974643,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.052899971,0.019464682,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.326653305,0.326653305,0.326653305,0.037042852,0.067944951,0.094436975
Hour79,0.024911264,0.003680146,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.045426423,0.010304409,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.058614739,0.01435257,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.401875007,0.401875007,0.401875007,0.05729967,0.094649321,0.139184277
Hour80,0.041118948,0.004859307,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.074981612,0.013606059,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.096750467,0.018951296,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.731146848,0.731146848,0.731146848,0.132103032,0.205343134,0.314352662
Hour81,0.041129833,0.005688699,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.07500146,0.015928357,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.096776078,0.022185926,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.739498475,0.739498475,0.739498475,0.132943309,0.207685281,0.317612902
Hour82,0.039336569,0.00599413,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.07173139,0.016783564,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092556632,0.023377107,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.731997849,0.731997849,0.731997849,0.131455475,0.205270417,0.314584637
Hour83,0.039080855,0.006135675,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071265089,0.017179889,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.091954954,0.023929131,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.731902781,0.731902781,0.731902781,0.131341307,0.205200442,0.314534984
Hour84,0.037821463,0.005700079,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.06896855,0.015960221,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.088991677,0.022230308,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.72013231,0.72013231,0.72013231,0.129646319,0.201684235,0.309872884
Hour85,0.03922265,0.006651508,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071523656,0.018624223,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092288589,0.025940882,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.737882558,0.737882558,0.737882558,0.131998935,0.206903343,0.316880369
Hour86,0.039295877,0.006508864,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071657188,0.01822482,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092460888,0.025384571,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.736880547,0.736880547,0.736880547,0.131929518,0.206637472,0.316496358
Hour87,0.039377968,0.006973331,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071806883,0.019525327,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092654043,0.027195991,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.742001779,0.742001779,0.742001779,0.132476076,0.208087674,0.318500933
Hour88,0.04076798,0.007544243,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.074341611,0.021123882,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.09592466,0.029422549,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.755881123,0.755881123,0.755881123,0.134437,0.212220956,0.323998108
Hour89,0.03749558,0.006316575,0,0.004485665,0.007177065,0.00548248,0,0,0,0.049840727,0.068374294,0.017686409,0,0.012958589,0.015550307,0.012460182,0,0,0,0.049840727,0.088224895,0.024634641,0,0.024421956,0.029904436,0.025418771,0.024920364,0,0,0.049840727,0.65029962,0.65029962,0.65029962,0.110798092,0.176870507,0.26736579
Hour90,0.032164934,0.004577085,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.058653703,0.012815837,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.075682197,0.01785063,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.52749257,0.52749257,0.52749257,0.084589116,0.136333685,0.203894436
Hour91,0.032961442,0.004151419,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.060106158,0.011623972,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.077556333,0.016190532,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.527914929,0.527914929,0.527914929,0.084959958,0.136594276,0.204108474
Hour92,0.029243069,0.00380101,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.053325596,0.010642827,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.06880722,0.014823938,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.42848266,0.42848266,0.42848266,0.061752338,0.102886912,0.149848126
Hour93,0.028624994,0.003726906,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.052198519,0.010435336,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.067352928,0.014534932,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.424099565,0.424099565,0.424099565,0.061060159,0.101552343,0.148104827
Hour94,0.009768193,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.017812587,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.022983983,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.201852744,0.201852744,0.201852744,0.019337613,0.030785416,0.045056305
Hour95,0.008387928,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015295634,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.019736302,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.175214948,0.175214948,0.175214948,0.013172638,0.021782048,0.030772463
Hour96,0.008046189,0.000149104,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672462,0.00041749,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.01893221,0.000581504,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.174689433,0.174689433,0.174689433,0.012980003,0.021576367,0.030549875
Hour97,0.006652616,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012131241,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653214,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.164994587,0.164994587,0.164994587,0.011437326,0.018617656,0.026689376
Hour98,0.006652616,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012131241,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653214,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.164988264,0.164988264,0.164988264,0.011437326,0.018617656,0.026689376
Hour99,0.006652616,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012131241,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653214,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.164981943,0.164981943,0.164981943,0.011437326,0.018617656,0.026689376
Hour100,0.006994355,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012754412,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016457306,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.166985851,0.166985851,0.166985851,0.011779065,0.019240827,0.027493468
Hour101,0.007677869,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01400082,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018065574,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.171000198,0.171000198,0.171000198,0.012462579,0.020487234,0.029101735
Hour102,0.024302838,0.004988897,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.04431694,0.013968913,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.057183149,0.0194567,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.337189059,0.337189059,0.337189059,0.038861156,0.071258683,0.098712171
Hour103,0.02409953,0.003680146,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.043946202,0.010304409,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.056704776,0.01435257,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.322899293,0.322899293,0.322899293,0.037349096,0.067223441,0.093129669
Hour104,0.031278889,0.003765922,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.057037974,0.010544581,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.073597385,0.014687094,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.514080406,0.514080406,0.514080406,0.082891908,0.1324467,0.198646089
Hour105,0.030039618,0.004087971,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.054778127,0.011446318,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.070681455,0.015943085,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.510004747,0.510004747,0.510004747,0.081974686,0.131088591,0.196986149
Hour106,0.02853134,0.004268794,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.052027738,0.011952623,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.067132566,0.016648297,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.502934437,0.502934437,0.502934437,0.080647232,0.128844507,0.194142471
Hour107,0.028489517,0.004494847,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.051951472,0.012585571,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.067034157,0.017529903,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.504942621,0.504942621,0.504942621,0.080831461,0.129401188,0.194925668
Hour108,0.028349958,0.004623522,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.051696983,0.012945861,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.066705785,0.018031734,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.505402116,0.505402116,0.505402116,0.080820578,0.129506989,0.195099128
Hour109,0.028262207,0.004377603,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.051536965,0.012257287,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.06649931,0.01707265,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.502420418,0.502420418,0.502420418,0.080486907,0.128658398,0.193933569
Hour110,0.021355434,0.004213448,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.038942262,0.011797655,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.05024808,0.016432448,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.330558588,0.330558588,0.330558588,0.039923012,0.070199161,0.099789011
Hour111,0.021395772,0.004358023,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.03901582,0.012202463,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.050342993,0.016996288,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.332235295,0.332235295,0.332235295,0.040107924,0.070677527,0.100447765
Hour112,0.022807423,0.004323659,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.041590006,0.012106245,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.053664524,0.016862269,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.340189163,0.340189163,0.340189163,0.041485211,0.073155495,0.103635277
Hour113,0.021893003,0.004321999,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.039922535,0.012101598,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.051512948,0.016855798,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.297762765,0.297762765,0.297762765,0.030999712,0.058510548,0.079404907
Hour114,0.015455386,0.002586234,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.028183351,0.007241455,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.036365614,0.010086312,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.242530453,0.242530453,0.242530453,0.02282633,0.04191122,0.057488087
Hour115,0.011049439,0.002326236,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.020148978,0.006513461,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.025998681,0.00907232,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.214006819,0.214006819,0.214006819,0.018160385,0.033148853,0.046107162
Hour116,0.010657931,0.001288781,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01943505,0.003608587,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.025077484,0.005026246,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.201322959,0.201322959,0.201322959,0.016731422,0.029530052,0.041139892
Hour117,0.009170317,9.94024E-05,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.016722342,0.000278327,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.021577216,0.000387669,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.180672177,0.180672177,0.180672177,0.014054429,0.023487084,0.033001046
Hour118,0.007677833,4.97012E-05,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014000755,0.000139163,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.01806549,0.000193835,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.171389529,0.171389529,0.171389529,0.012512244,0.020626333,0.029295486
Hour119,0.006994355,0.001614403,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012754412,0.004520329,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016457306,0.006296173,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.18300977,0.18300977,0.18300977,0.013393468,0.023761156,0.033789641
Hour120,0.006652616,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012131241,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653214,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.164849184,0.164849184,0.164849184,0.011437326,0.018617656,0.026689376
Hour121,0.006652604,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01213122,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653187,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.164842794,0.164842794,0.164842794,0.011437314,0.018617634,0.026689348
Hour122,0.006652604,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01213122,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653187,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.164836471,0.164836471,0.164836471,0.011437314,0.018617634,0.026689348
Hour123,0.006652604,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01213122,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653187,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.164830149,0.164830149,0.164830149,0.011437314,0.018617634,0.026689348
Hour124,0.006994343,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012754391,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016457279,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.166834058,0.166834058,0.166834058,0.011779053,0.019240806,0.02749344
Hour125,0.007677857,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014000798,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018065546,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.170848404,0.170848404,0.170848404,0.012462567,0.020487213,0.029101707
Hour126,0.008328122,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015186575,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.01959558,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.174667167,0.174667167,0.174667167,0.013112832,0.02167299,0.030631742
Hour127,0.019233216,0.000854725,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.035072336,0.002393231,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.045254627,0.003333429,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.247355715,0.247355715,0.247355715,0.024872651,0.043951981,0.059624216
Hour128,0.019149107,0.002170624,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.03491896,0.006077746,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.045056722,0.008465432,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.260013615,0.260013615,0.260013615,0.02610444,0.047483121,0.064558316
Hour129,0.019651156,0.002898817,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.035834462,0.008116687,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.046238015,0.011305386,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.270242459,0.270242459,0.270242459,0.027334683,0.050437564,0.068579562
Hour130,0.01696825,0.002411993,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.030942103,0.00675358,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.039925295,0.009406772,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.249586094,0.249586094,0.249586094,0.024164953,0.044182098,0.060368228
Hour131,0.018622036,0.002967915,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.03395783,0.008310161,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.043816555,0.011574868,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.264867144,0.264867144,0.264867144,0.026374661,0.048754407,0.066427584
Hour132,0.017335127,0.002498375,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.031611114,0.00699545,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.040788534,0.009743662,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.252595369,0.252595369,0.252595369,0.024618212,0.045092978,0.061568357
Hour133,0.019131572,0.003107981,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.034886984,0.008702346,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.045015464,0.012121125,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.26925243,0.26925243,0.26925243,0.027024263,0.050075745,0.06817275
Hour134,0.017695292,0.002578249,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.032267886,0.007219098,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.041635982,0.010055172,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.255500089,0.255500089,0.255500089,0.025058251,0.045973398,0.062727315
Hour135,0.019213979,0.003162907,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.035037255,0.008856139,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.045209361,0.012335336,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.270273792,0.270273792,0.270273792,0.027161595,0.050379809,0.068580859
Hour136,0.01890153,0.00255935,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.034467495,0.00716618,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.044474187,0.009981465,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.262393967,0.262393967,0.262393967,0.02624559,0.04812009,0.065491814
Hour137,0.021285232,0.003050481,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.038814247,0.008541347,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.050082899,0.011896877,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.281320737,0.281320737,0.281320737,0.029120423,0.053842009,0.073015937
Hour138,0.019445415,0.002435091,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.035459287,0.006818256,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.045753919,0.009496857,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.264338067,0.264338067,0.264338067,0.026665217,0.048763958,0.066286937
Hour139,0.020076195,0.00290843,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.036609531,0.008143603,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.047238105,0.011342876,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.272775592,0.272775592,0.272775592,0.027769334,0.051239549,0.069617142
Hour140,0.015482957,0.002378088,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.028233627,0.006658647,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.036430487,0.009274543,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.240446809,0.240446809,0.240446809,0.022645755,0.041378689,0.056741192
Hour141,0.014196181,0.002619577,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.025887154,0.007334815,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.03340278,0.010216349,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.235286105,0.235286105,0.235286105,0.021600468,0.039708384,0.05465529
Hour142,0.009107504,0.002077689,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.016607801,0.00581753,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.02142942,0.008102989,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199927512,0.199927512,0.199927512,0.015969903,0.028911746,0.04056857
Hour143,0.006994343,0.001755839,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012754391,0.004916348,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016457279,0.00684777,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.184272327,0.184272327,0.184272327,0.013534892,0.024157153,0.03434121
Hour144,0.006652604,0.001448244,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01213122,0.004055083,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015653187,0.005648151,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.179179829,0.179179829,0.179179829,0.012885558,0.022672717,0.032337499
Hour145,0.008046189,0.001438317,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.004027287,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.01893221,0.005609435,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.187271794,0.187271794,0.187271794,0.014269216,0.025186164,0.035577806
Hour146,0.008046189,0.001739562,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0.004870773,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.01893221,0.006784291,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.190277921,0.190277921,0.190277921,0.014570461,0.02602965,0.036752662
Hour147,0.008046189,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014672463,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.01893221,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.172875983,0.172875983,0.172875983,0.012830899,0.021158877,0.029968371
Hour148,0.008387928,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015295634,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.019736302,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.174879891,0.174879891,0.174879891,0.013172638,0.021782049,0.030772463
Hour149,0.009768228,0.000149104,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.017812652,0.00041749,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.022984067,0.000581504,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.202996289,0.202996289,0.202996289,0.019486752,0.031202971,0.045637893
Hour150,0.023077092,0.00473886,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.042081756,0.013268809,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.05429904,0.018481556,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.327174968,0.327174968,0.327174968,0.037385372,0.068323395,0.094852918
Hour151,0.025960945,0.003680146,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.047340546,0.010304409,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.061084575,0.01435257,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.407594423,0.407594423,0.407594423,0.05834935,0.096563444,0.141654113
Hour152,0.041982223,0.004175426,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.076555818,0.011691192,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.0987817,0.01628416,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.728930947,0.728930947,0.728930947,0.132282425,0.205002473,0.313716758
Hour153,0.041014711,0.00510946,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.074791531,0.014306489,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.096505201,0.019926895,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.732573725,0.732573725,0.732573725,0.132248948,0.205853484,0.315082995
Hour154,0.03924276,0.005847069,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071560326,0.016371794,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092335905,0.02280357,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.729520251,0.729520251,0.729520251,0.131214605,0.204687583,0.313790373
Hour155,0.039186255,0.006482376,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.071457288,0.018150653,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.092202952,0.025281267,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.735534617,0.735534617,0.735534617,0.131793407,0.206363405,0.316135117
