,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,ic1,ic2,ic3,ic4,ic5,ic6,ic7,ic8,ic9,ic10,CBT,PBT,IBT,CCT,PCT,ICT
Hour81,0.023392125,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.042656229,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.055040295,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.564616836,0.564616836,0.564616836,0.109516902,0.159411692,0.253691194
Hour82,0.022583782,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.041182191,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.053138311,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.559855555,0.559855555,0.559855555,0.108708559,0.157937655,0.25178921
Hour83,0.023321219,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.042526929,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.054873457,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.564187097,0.564187097,0.564187097,0.109445996,0.159282393,0.253524355
Hour84,0.025896377,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.047222806,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.060932652,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.579328765,0.579328765,0.579328765,0.112021154,0.163978269,0.259583551
Hour85,0.025816283,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.047076751,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.060744195,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.578851298,0.578851298,0.578851298,0.111941059,0.163832214,0.259395093
Hour86,0.027667988,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.050453389,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.065101148,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.589737358,0.589737358,0.589737358,0.113792764,0.167208853,0.263752046
Hour87,0.027589637,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.050310515,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.064916793,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.589270151,0.589270151,0.589270151,0.113714414,0.167065978,0.263567692
Hour88,0.027374676,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.049918526,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.064411001,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.587999349,0.587999349,0.587999349,0.113499452,0.16667399,0.2630619
Hour89,0.0267544,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.048787435,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.062951529,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.584344347,0.584344347,0.584344347,0.112879176,0.165542898,0.261602427
Hour90,0.021193602,0,0,0.004485665,0.007177065,0.00548248,0,0,0,0.049840727,0.038647156,0,0,0.012958589,0.015550307,0.012460182,0,0,0,0.049840727,0.049867298,0,0,0.024421956,0.029904436,0.025418771,0.024920364,0,0,0.049840727,0.477578367,0.477578367,0.477578367,0.088179539,0.129456961,0.204373552
Hour91,0.016734746,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.030516301,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.039375872,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.377294398,0.377294398,0.377294398,0.064581843,0.095380447,0.149737481
Hour92,0.016188162,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.02951959,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.038089793,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.374072878,0.374072878,0.374072878,0.06403526,0.094383735,0.148451402
Hour93,0.012844302,0,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.023421963,0,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.030221887,0,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.280347715,0.280347715,0.280347715,0.041552561,0.062340451,0.096438855
Hour94,0.012297699,0,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.022425217,0,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.028935763,0,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.277126084,0.277126084,0.277126084,0.041005959,0.061343705,0.095152731
Hour95,0.007814557,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.014250074,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.018387192,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.176699251,0.176699251,0.176699251,0.017383976,0.027222903,0.040459514
Hour96,0.006710345,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012236511,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015789047,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.151685295,0.151685295,0.151685295,0.011495055,0.018722926,0.026825208
Hour97,0.006436954,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011737974,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015145773,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.150070791,0.150070791,0.150070791,0.011221663,0.018224389,0.026181934
Hour98,0.006436954,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011737974,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015145773,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.150064468,0.150064468,0.150064468,0.011221663,0.018224389,0.026181934
Hour99,0.006436954,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011737974,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015145773,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.150058146,0.150058146,0.150058146,0.011221663,0.018224389,0.026181934
Hour100,0.006436954,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011737974,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015145773,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.150051825,0.150051825,0.150051825,0.011221663,0.018224389,0.026181934
Hour101,0.006710345,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012236511,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015789047,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.151653687,0.151653687,0.151653687,0.011495055,0.018722926,0.026825208
Hour102,0.007814586,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.014250128,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.018387262,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.176655174,0.176655174,0.176655174,0.017384006,0.027222957,0.040459584
Hour103,0.009327525,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.017009016,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.021947118,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.185548491,0.185548491,0.185548491,0.018896945,0.029981846,0.04401944
Hour104,0.011137811,0,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.020310127,0,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.026206615,0,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.270239994,0.270239994,0.270239994,0.039846071,0.059228615,0.092423582
Hour105,0.023394844,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.042661187,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.055046692,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.564481106,0.564481106,0.564481106,0.109519621,0.15941665,0.253697591
Hour106,0.022571889,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.041160504,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.053110328,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.559633872,0.559633872,0.559633872,0.108696666,0.157915968,0.251761227
Hour107,0.021480786,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.039170844,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.050543025,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.553209293,0.553209293,0.553209293,0.107605562,0.155926308,0.249193923
Hour108,0.021517448,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.039237699,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.05062929,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.553418633,0.553418633,0.553418633,0.107642225,0.155993163,0.249280188
Hour109,0.024889562,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.045386849,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.058563676,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.573248275,0.573248275,0.573248275,0.111014339,0.162142312,0.257214574
Hour110,0.029635165,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.054040595,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.0697298,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.601157267,0.601157267,0.601157267,0.115759942,0.170796059,0.268380699
Hour111,0.030114931,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.054915463,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.070858662,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.603973099,0.603973099,0.603973099,0.116239708,0.171670927,0.269509561
Hour112,0.029707567,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.054172622,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.069900157,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.601570514,0.601570514,0.601570514,0.115832343,0.170928085,0.268551055
Hour113,0.02890541,0,0,0.005767284,0.009227655,0.007048903,0,0,0,0.064080935,0.052709865,0,0,0.016661043,0.019993252,0.016020234,0,0,0,0.064080935,0.068012729,0,0,0.031399658,0.038448561,0.032681277,0.032040468,0,0,0.064080935,0.596845623,0.596845623,0.596845623,0.115030187,0.169465329,0.266663628
Hour114,0.022186094,0,0,0.004485665,0.007177065,0.00548248,0,0,0,0.049840727,0.040456994,0,0,0.012958589,0.015550307,0.012460182,0,0,0,0.049840727,0.052202573,0,0,0.024421956,0.029904436,0.025418771,0.024920364,0,0,0.049840727,0.483264828,0.483264828,0.483264828,0.089172031,0.131266799,0.206708827
Hour115,0.01673487,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.030516528,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.039376165,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.377143405,0.377143405,0.377143405,0.064581968,0.095380673,0.149737774
Hour116,0.016188222,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.029519698,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.038089933,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.373921503,0.373921503,0.373921503,0.064035319,0.094383844,0.148451542
Hour117,0.012844402,0,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.023422144,0,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.030222122,0,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.280196578,0.280196578,0.280196578,0.041552661,0.062340633,0.096439089
Hour118,0.012297969,0,0,0.001922428,0.003075885,0.002349634,0,0,0,0.021360312,0.022425708,0,0,0.005553681,0.006664417,0.005340078,0,0,0,0.021360312,0.028936397,0,0,0.010466553,0.012816187,0.010893759,0.010680156,0,0,0.021360312,0.276975944,0.276975944,0.276975944,0.041006228,0.061344196,0.095153365
Hour119,0.007814557,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.014250074,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.018387192,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.176547526,0.176547526,0.176547526,0.017383976,0.027222903,0.040459514
Hour120,0.006710345,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012236511,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015789047,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.151533572,0.151533572,0.151533572,0.011495055,0.018722926,0.026825208
Hour121,0.005322095,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704997,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522577,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.143361075,0.143361075,0.143361075,0.010106805,0.016191412,0.023558738
Hour122,0.005322095,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704997,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522577,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.143354754,0.143354754,0.143354754,0.010106805,0.016191412,0.023558738
Hour123,0.005322095,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704997,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522577,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.143348432,0.143348432,0.143348432,0.010106805,0.016191412,0.023558738
Hour124,0.005322095,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704997,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522577,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.14334211,0.14334211,0.14334211,0.010106805,0.016191412,0.023558738
Hour125,0.005595486,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.010203534,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.013165851,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.144943973,0.144943973,0.144943973,0.010380196,0.016689949,0.024202012
Hour126,0.006142299,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011200663,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.014452468,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.148154193,0.148154193,0.148154193,0.010927009,0.017687077,0.025488629
Hour127,0.009319234,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.016993898,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.021927611,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.185348,0.185348,0.185348,0.018888654,0.029966728,0.043999933
Hour128,0.008903558,0,0,0.000640809,0.001025295,0.000783211,0,0,0,0.007120104,0.0162359,0,0,0.001851227,0.002221472,0.001780026,0,0,0,0.007120104,0.020949548,0,0,0.003488851,0.004272062,0.003631253,0.003560052,0,0,0.007120104,0.18289652,0.18289652,0.18289652,0.018472978,0.029208729,0.04302187
Hour129,0.01447612,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.026397631,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.034061459,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.363768134,0.363768134,0.363768134,0.062323218,0.091261776,0.144423068
Hour130,0.013654657,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.024899669,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.032128605,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.358929677,0.358929677,0.358929677,0.061501755,0.089763814,0.142490214
Hour131,0.012560641,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.022904699,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.029554451,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.352487969,0.352487969,0.352487969,0.060407739,0.087768845,0.139916059
Hour132,0.012563308,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.022909562,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.029560725,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.352497333,0.352497333,0.352497333,0.060410406,0.087773707,0.139922334
Hour133,0.012581808,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.022943297,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.029604254,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.352599835,0.352599835,0.352599835,0.060428906,0.087807443,0.139965863
Hour134,0.01258191,0,0,0.003204047,0.005126475,0.003916057,0,0,0,0.035600519,0.022943484,0,0,0.009256135,0.011107362,0.00890013,0,0,0,0.035600519,0.029604495,0,0,0.017444254,0.021360311,0.018156265,0.01780026,0,0,0.035600519,0.352594115,0.352594115,0.352594115,0.060429008,0.087807629,0.139966104
Hour135,0.006986178,0,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.012739501,0,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.016438065,0,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.190085832,0.190085832,0.190085832,0.021340307,0.032198745,0.049546549
Hour136,0.007218201,0,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.013162602,0,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.016984002,0,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.191444352,0.191444352,0.191444352,0.021572331,0.032621846,0.050092486
Hour137,0.008654082,0,0,0.000961214,0.001537942,0.001174817,0,0,0,0.010680156,0.015780972,0,0,0.002776841,0.003332209,0.002670039,0,0,0,0.010680156,0.020362545,0,0,0.005233276,0.006408094,0.00544688,0.005340078,0,0,0.010680156,0.199884387,0.199884387,0.199884387,0.023008211,0.035240217,0.053471029
Hour138,0.008376334,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.015274492,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.019709022,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.161219716,0.161219716,0.161219716,0.013161044,0.021760907,0.030745183
Hour139,0.007782636,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014191866,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018312086,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.157721054,0.157721054,0.157721054,0.012567346,0.020678281,0.029348247
Hour140,0.007235854,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.013194793,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.017025539,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.154498365,0.154498365,0.154498365,0.012020564,0.019681207,0.0280617
Hour141,0.007235854,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.013194793,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.017025539,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.154492043,0.154492043,0.154492043,0.012020564,0.019681207,0.0280617
Hour142,0.006689091,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012197755,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015739038,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.151269469,0.151269469,0.151269469,0.011473801,0.018684169,0.026775199
Hour143,0.006142269,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011200608,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.014452398,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.148046547,0.148046547,0.148046547,0.010926979,0.017687023,0.025488559
Hour144,0.005595486,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.010203534,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.013165851,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.144823857,0.144823857,0.144823857,0.010380196,0.016689949,0.024202012
Hour145,0.005322085,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704979,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522554,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.143209293,0.143209293,0.143209293,0.010106795,0.016191394,0.023558715
Hour146,0.005322085,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704979,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522554,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.143202971,0.143202971,0.143202971,0.010106795,0.016191394,0.023558715
Hour147,0.005322085,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704979,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522554,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.143196649,0.143196649,0.143196649,0.010106795,0.016191394,0.023558715
Hour148,0.005322085,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.009704979,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.012522554,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.143190328,0.143190328,0.143190328,0.010106795,0.016191394,0.023558715
Hour149,0.005595477,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.010203516,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.013165827,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.144792189,0.144792189,0.144792189,0.010380186,0.016689931,0.024201988
Hour150,0.006142289,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011200644,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.014452444,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.148002411,0.148002411,0.148002411,0.010926999,0.017687059,0.025488606
Hour151,0.007044716,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012846246,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016575802,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.153304483,0.153304483,0.153304483,0.011829426,0.019332661,0.027611963
Hour152,0.006635957,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012100862,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015614016,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.150893695,0.150893695,0.150893695,0.011420667,0.018587277,0.026650177
Hour153,0.006635957,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012100862,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015614016,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.150887374,0.150887374,0.150887374,0.011420667,0.018587277,0.026650177
Hour154,0.005815783,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.010605251,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.013684195,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.1460565,0.1460565,0.1460565,0.010600493,0.017091666,0.024720356
Hour155,0.004722218,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.008611103,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.011111101,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.139617443,0.139617443,0.139617443,0.009506928,0.015097518,0.022147262
Hour156,0.004722238,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.008611139,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.011111148,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.139611237,0.139611237,0.139611237,0.009506948,0.015097554,0.022147309
Hour157,0.004722238,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.008611139,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.011111148,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.139604915,0.139604915,0.139604915,0.009506948,0.015097554,0.022147309
Hour158,0.004722267,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.008611194,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.011111218,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.139598769,0.139598769,0.139598769,0.009506977,0.015097608,0.022147379
Hour159,0.004722238,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.008611139,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.011111148,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.139592272,0.139592272,0.139592272,0.009506948,0.015097554,0.022147309
Hour160,0.004722218,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.008611103,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.011111101,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.139585834,0.139585834,0.139585834,0.009506928,0.015097518,0.022147262
Hour161,0.006389108,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.011650726,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.015033195,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.149384747,0.149384747,0.149384747,0.011173818,0.018137141,0.026069356
Hour162,0.007782607,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014191812,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018312016,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.157575477,0.157575477,0.157575477,0.012567317,0.020678227,0.029348177
Hour163,0.007782607,0,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.014191812,0,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.018312016,0,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.157569155,0.157569155,0.157569155,0.012567317,0.020678227,0.029348177
